#id: 2334528786
#name: H.sapiens - Plasma, iBAQ (Pernemalmetal,elife.2019)
#score: 4.2
#description: abundance based on iBAQ, Interaction consistency score: 4.2, Coverage: 11
#organ: PLASMA
#integrated: false
#coverage: 11
#link: http://www.ncbi.nlm.nih.gov/pubmed/30958262
#publication_year: 2019
#filename: 9606-PXD010899_human_plasma.txt
#
#string_external_id	abundance
9606.ENSP00000280904	63.9
9606.ENSP00000370588	63.7
9606.ENSP00000364700	63.5
9606.ENSP00000383118	63.5
9606.ENSP00000379438	63.0
9606.ENSP00000300289	62.9
9606.ENSP00000397843	62.5
9606.ENSP00000366694	62.4
9606.ENSP00000219150	62.1
9606.ENSP00000432083	62.0
9606.ENSP00000476119	61.4
9606.ENSP00000335246	61.4
9606.ENSP00000217423	61.3
9606.ENSP00000455897	61.2
9606.ENSP00000278505	61.1
9606.ENSP00000259526	60.8
9606.ENSP00000479969	60.7
9606.ENSP00000355577	60.5
9606.ENSP00000054950	60.4
9606.ENSP00000014930	60.4
9606.ENSP00000261937	60.3
9606.ENSP00000222286	60.3
9606.ENSP00000369538	60.3
9606.ENSP00000377456	60.2
9606.ENSP00000432412	60.1
9606.ENSP00000374274	59.9
9606.ENSP00000393417	59.7
9606.ENSP00000265512	59.4
9606.ENSP00000369198	59.2
9606.ENSP00000296754	59.0
9606.ENSP00000264029	58.8
9606.ENSP00000312700	58.6
9606.ENSP00000264335	58.4
9606.ENSP00000380602	58.2
9606.ENSP00000357392	57.9
9606.ENSP00000359991	57.8
9606.ENSP00000256509	57.5
9606.ENSP00000367154	57.5
9606.ENSP00000304945	57.5
9606.ENSP00000350708	57.5
9606.ENSP00000481109	57.4
9606.ENSP00000274276	57.3
9606.ENSP00000356918	56.7
9606.ENSP00000263665	56.6
9606.ENSP00000278715	56.4
9606.ENSP00000418767	56.3
9606.ENSP00000350676	56.2
9606.ENSP00000268097	56.0
9606.ENSP00000228463	56.0
9606.ENSP00000220763	55.8
9606.ENSP00000361076	55.7
9606.ENSP00000232217	55.6
9606.ENSP00000252804	55.3
9606.ENSP00000257198	55.2
9606.ENSP00000222399	55.1
9606.ENSP00000345656	54.7
9606.ENSP00000364721	54.6
9606.ENSP00000336831	54.5
9606.ENSP00000289004	54.2
9606.ENSP00000352438	54.1
9606.ENSP00000259457	54.0
9606.ENSP00000361930	53.8
9606.ENSP00000291009	53.7
9606.ENSP00000269321	53.5
9606.ENSP00000261799	53.0
9606.ENSP00000316029	52.8
9606.ENSP00000368066	52.8
9606.ENSP00000219197	52.7
9606.ENSP00000373620	52.4
9606.ENSP00000367446	51.8
9606.ENSP00000376309	51.5
9606.ENSP00000273550	51.4
9606.ENSP00000366618	51.2
9606.ENSP00000356275	51.0
9606.ENSP00000446215	51.0
9606.ENSP00000246957	51.0
9606.ENSP00000265162	51.0
9606.ENSP00000420311	50.9
9606.ENSP00000481114	50.7
9606.ENSP00000384136	50.2
9606.ENSP00000216962	50.2
9606.ENSP00000478828	49.9
9606.ENSP00000304229	49.9
9606.ENSP00000365147	49.8
9606.ENSP00000291568	49.6
9606.ENSP00000347872	49.2
9606.ENSP00000351539	49.0
9606.ENSP00000355955	48.9
9606.ENSP00000228506	48.8
9606.ENSP00000400376	48.7
9606.ENSP00000420065	48.7
9606.ENSP00000483688	48.4
9606.ENSP00000363827	48.4
9606.ENSP00000238044	48.4
9606.ENSP00000301071	48.2
9606.ENSP00000263574	48.2
9606.ENSP00000464813	48.2
9606.ENSP00000354691	48.1
9606.ENSP00000379680	48.1
9606.ENSP00000360871	48.0
9606.ENSP00000053867	47.9
9606.ENSP00000246533	47.9
9606.ENSP00000356030	47.6
9606.ENSP00000353094	47.5
9606.ENSP00000298281	47.5
9606.ENSP00000481646	47.4
9606.ENSP00000233154	47.4
9606.ENSP00000299022	46.5
9606.ENSP00000309334	46.4
9606.ENSP00000370115	46.4
9606.ENSP00000305675	46.0
9606.ENSP00000330523	46.0
9606.ENSP00000360147	45.9
9606.ENSP00000441875	45.9
9606.ENSP00000445002	45.7
9606.ENSP00000348064	45.5
9606.ENSP00000356198	45.1
9606.ENSP00000248975	45.1
9606.ENSP00000346478	45.1
9606.ENSP00000407685	45.0
9606.ENSP00000403172	45.0
9606.ENSP00000263238	44.9
9606.ENSP00000372326	44.8
9606.ENSP00000209875	44.7
