#id: 4249701353
#name: H.sapiens - Cell line, Lncap (Geiger,mcp,2012)
#score: 16.1
#description: abundance based on MAPPED_BY_AUTHORS, LnCap, Interaction consistency score: 16.1, Coverage: 36
#organ: CELL_LINE
#integrated: false
#coverage: 36
#link: http://www.mcponline.org/cgi/doi/10.1074/mcp.M111.014050
#publication_year: 2012
#filename: 9606-iBAQ_LnCap_Geiger_2012_uniprot.txt
#
#string_external_id	abundance
9606.ENSP00000281031	203
9606.ENSP00000219302	203
9606.ENSP00000473172	203
9606.ENSP00000378046	203
9606.ENSP00000385828	203
9606.ENSP00000407375	203
9606.ENSP00000368970	203
9606.ENSP00000425759	203
9606.ENSP00000357858	203
9606.ENSP00000446828	203
9606.ENSP00000244020	203
9606.ENSP00000360498	203
9606.ENSP00000246069	203
9606.ENSP00000291552	203
9606.ENSP00000322991	203
9606.ENSP00000381216	203
9606.ENSP00000348886	203
9606.ENSP00000392709	203
9606.ENSP00000408411	203
9606.ENSP00000254193	203
9606.ENSP00000317780	203
9606.ENSP00000368458	203
9606.ENSP00000344456	203
9606.ENSP00000261875	203
9606.ENSP00000378935	203
9606.ENSP00000353098	203
9606.ENSP00000209875	203
9606.ENSP00000346550	203
9606.ENSP00000444357	202
9606.ENSP00000370745	202
9606.ENSP00000357048	202
9606.ENSP00000336741	202
9606.ENSP00000460871	202
9606.ENSP00000371362	202
9606.ENSP00000269143	202
9606.ENSP00000362688	202
9606.ENSP00000256383	202
9606.ENSP00000367727	202
9606.ENSP00000356602	202
9606.ENSP00000332887	202
9606.ENSP00000261416	202
9606.ENSP00000262982	202
9606.ENSP00000401564	202
9606.ENSP00000301329	202
9606.ENSP00000314151	202
9606.ENSP00000291458	202
9606.ENSP00000354532	202
9606.ENSP00000429309	202
9606.ENSP00000250101	202
9606.ENSP00000230048	202
9606.ENSP00000261601	202
9606.ENSP00000472998	202
9606.ENSP00000250559	202
9606.ENSP00000262646	202
9606.ENSP00000266544	202
9606.ENSP00000261700	202
9606.ENSP00000383365	202
9606.ENSP00000311747	202
9606.ENSP00000273308	202
9606.ENSP00000216129	202
9606.ENSP00000418082	202
9606.ENSP00000293362	202
9606.ENSP00000360939	202
9606.ENSP00000402338	202
9606.ENSP00000371221	202
9606.ENSP00000372155	202
9606.ENSP00000225174	201
9606.ENSP00000269349	201
9606.ENSP00000261712	201
9606.ENSP00000356972	201
9606.ENSP00000394863	201
9606.ENSP00000320043	201
9606.ENSP00000368030	201
9606.ENSP00000368959	201
9606.ENSP00000401010	201
9606.ENSP00000360525	201
9606.ENSP00000327054	201
9606.ENSP00000310094	201
9606.ENSP00000351108	201
9606.ENSP00000262455	201
9606.ENSP00000270538	201
9606.ENSP00000322396	201
9606.ENSP00000322020	201
9606.ENSP00000370882	201
9606.ENSP00000382840	201
9606.ENSP00000355587	201
9606.ENSP00000227524	201
9606.ENSP00000402103	201
9606.ENSP00000356652	201
9606.ENSP00000284719	201
9606.ENSP00000322450	201
9606.ENSP00000364320	201
9606.ENSP00000365233	201
9606.ENSP00000478121	201
9606.ENSP00000445920	201
9606.ENSP00000438465	201
9606.ENSP00000389160	201
9606.ENSP00000262027	201
9606.ENSP00000446955	201
9606.ENSP00000481878	201
9606.ENSP00000399457	201
9606.ENSP00000401802	201
9606.ENSP00000418401	201
9606.ENSP00000367123	201
9606.ENSP00000423014	201
9606.ENSP00000290541	201
9606.ENSP00000362339	201
9606.ENSP00000338862	201
9606.ENSP00000361512	200
9606.ENSP00000252699	200
9606.ENSP00000237889	200
9606.ENSP00000244520	200
9606.ENSP00000221138	200
9606.ENSP00000480853	200
9606.ENSP00000369739	200
9606.ENSP00000367939	200
9606.ENSP00000249923	200
9606.ENSP00000184266	200
9606.ENSP00000231572	200
9606.ENSP00000264954	200
9606.ENSP00000337358	200
9606.ENSP00000406327	200
9606.ENSP00000360541	200
9606.ENSP00000300291	200
9606.ENSP00000220966	200
9606.ENSP00000306330	200
9606.ENSP00000234677	200
9606.ENSP00000281828	200
9606.ENSP00000376472	200
9606.ENSP00000325448	200
9606.ENSP00000217244	200
9606.ENSP00000244763	200
9606.ENSP00000362946	200
9606.ENSP00000318318	200
9606.ENSP00000422607	200
9606.ENSP00000377954	200
9606.ENSP00000389649	200
9606.ENSP00000268668	200
9606.ENSP00000354125	200
9606.ENSP00000293677	200
